개체1,액션1,감정1,"URL(공포,놀람,분노,슬픔,중립,행복,혐오)",,,,,,,,
"개발자,테스트",,,https://bunny.jjalbot.com/2019/01/vf5eFW-lRV/ISZJh3jbx.png,,,,,,,,
"병장,휴가,취소,군인,군대",,,https://bunny.jjalbot.com/2018/12/gAPQpKz11/zzal.jpg,,,,,,,,
지랄,,,https://bunny.jjalbot.com/2018/12/yz3KnYD_-/zzal.jpg,,,,,,,,
매,혼나,,https://bunny.jjalbot.com/2018/12/4K11wGIJ1/zzal.jpg,,,,,,,,
"개새끼,거품",,,https://bunny.jjalbot.com/2018/12/B9DfZUuHi/zzal.jpg,,,,,,,,
"눈물,쓰레기봉투",,,https://bunny.jjalbot.com/2016/10/HJekhwpLA/20150407_5523744a67cf8.png,,,,,,,,
부들,부들부들,,https://bunny.jjalbot.com/2018/12/9vh6AY8736/zzal.jpg,,,,,,,,
"무한,반복,기계,스프링,중독,정화,평화",,,https://bunny.jjalbot.com/2018/12/SkQpl0NMeN/20161011_57fc974be0d15.gif,,,,,,,,
"개발자,작동,비둘기,버그,기능",,,https://bunny.jjalbot.com/2022/01/OJKru4CN2.gif,,,,,,,,
전선,,,https://bunny.jjalbot.com/2020/11/tphWpfZTOt/2zcPgGxqb.gif,,,,,,,,
"상남자,바버샵",,,https://bunny.jjalbot.com/2018/12/BYRZCF9zF/zzal.gif,,,,,,,,
"치료,학원,강남,약",,,https://bunny.jjalbot.com/2016/10/Skf3zuT8R/87_55169c209b9a1_2684.jpg,,,,,,,,
"람보,람보르기니",,,https://jjalbot.com/jjals/ArNBs3xVu3,,,,,,,,
눈갱,미치,,https://bunny.jjalbot.com/2018/12/GAXBjs6FN/zzal.jpg,,,,,,,,
"거짓말,이명박",,,https://bunny.jjalbot.com/2021/12/ctghcuwt8/ctghcuwt8.jpeg,,,,,,,,
뒷북,,,https://bunny.jjalbot.com/2016/10/HkYXK6LA/103_5516a424af8e0_945.gif,,,,,,,,
근손실,,,https://bunny.jjalbot.com/2021/12/4F1njckjr/4F1njckjr.jpeg,,,,,,,,
"똥,기계",만들,,https://jjalbang.today/files/jjalbox/2021/06/20210616_60c9af4e65aee.jpg,,,,,,,,
치킨,,,https://bunny.jjalbot.com/2018/12/Cbrr_MUDu/zzal.jpg,,,,,,,,
"병신,노답",,,https://bunny.jjalbot.com/2016/10/rkYDDTL0/20150615_557da9245f3f4.png,,,,,,,,
낭패,와르르,,https://bunny.jjalbot.com/2018/12/BCz2YgnaP/zzal.png,,,,,,,,
"뱃살,쌀",,,https://bunny.jjalbot.com/2018/12/HztuUY9lZ/zzal.jpg,,,,,,,,
골때리다,,,https://bunny.jjalbot.com/2018/12/PukeMp2L3/zzal.jpg,,,,,,,,
,어쩌,,https://bunny.jjalbot.com/2018/12/fvBsl0QH8/zzal.jpg,,,,,,,,
"쌍쌍바,솔로",,,https://bunny.jjalbot.com/2018/12/lexGWaPrWB/zzal.jpg,,,,,,,,
"고전,영희",,,https://bunny.jjalbot.com/2018/12/NoBgg2H4j/zzal.jpg,,,,,,,,
"주사,술",자라,,https://bunny.jjalbot.com/2018/12/GDtJu3y5_/zzal.jpg,,,,,,,,
,자라,,https://bunny.jjalbot.com/2018/12/5MwyKVLUzv/zzal.jpg,,,,,,,,
,짤줍,,https://bunny.jjalbot.com/2018/12/avFIJdZnF/zzal.jpg,,,,,,,,
,참,,https://bunny.jjalbot.com/2018/12/IiGzmf6TI/zzal.jpg,,,,,,,,
가출,와장창,,https://bunny.jjalbot.com/2018/12/shL6l-QPrU/zzal.jpg,,,,,,,,
"하트,사랑",,,https://bunny.jjalbot.com/2018/12/ByKFaEflE/20180116_5a5d62cc70f1e.jpg,,,,,,,,
"고구마,물개",,,https://bunny.jjalbot.com/2018/12/ZXDhmugCm/zzal.jpg,,,,,,,,
"가즈아,주식,기도",,,https://bunny.jjalbot.com/2018/12/ByHqTaNMx4/20171215_5a3356709cfa8.jpeg,,,,,,,,
"피망,파프리카",,,https://bunny.jjalbot.com/2016/10/r1lQzKT8A/85_55169cc9600be_1020.jpg,,,,,,,,
관종,관심없,,https://bunny.jjalbot.com/2018/12/pJr3WMqe9/zzal.jpg,,,,,,,,
말대답,,,https://bunny.jjalbot.com/2016/10/Syd5LpLA/20160820_57b83772e3662.jpg,,,,,,,,
처리,,,https://bunny.jjalbot.com/2018/12/4zCxsNmro/zzal.jpg,,,,,,,,
"일론머스크,엄지,비트코인,코인",,,https://jjalbang.today/files/jjalbox/2021/06/20210616_60ca1b4168f46.jpg,,,,,,,,
"공사,죄송,사과,미안,안내",,,https://bunny.jjalbot.com/2021/12/sKSafS38y/sKSafS38y.jpeg,,,,,,,,
"솔로,화나,파직",열받,분노,https://bunny.jjalbot.com/2018/12/BJv3pEMe4/20171225_5a3fcb4c61810.png,,,,,,,,
"낭심,소림사,급소,남자,고통",,,https://bunny.jjalbot.com/2018/12/SJ-lFTVflV/20180122_5a65567da188e.gif,,,,,,,,
"로봇,반전,문열기",,,https://bunny.jjalbot.com/2018/12/BJ_Ax0VzlN/20161011_57fc92951178b.gif,,,,,,,,
"감스트,리액션,관제탑",,,https://bunny.jjalbot.com/2018/12/GAZRH_HgeZ/zzal.gif,,,,,,,,
치킨,,,https://bunny.jjalbot.com/2018/12/MA-D5cR26h/zzal.jpg,,,,,,,,
"쓰레기,쓰레기통",,,https://bunny.jjalbot.com/2016/10/ByQJKpIC/88_55169ddfcff1d_1453.jpg,,,,,,,,
"한가위,추석,살",살찌,,https://bunny.jjalbot.com/2018/12/Q2TFdtG1V/zzal.jpg,,,,,,,,
뒷북,,,https://bunny.jjalbot.com/2016/10/SyrmKpIR/103_5516a42643b07_948.gif,,,,,,,,
"울음,슬픔",울,슬픔,https://bunny.jjalbot.com/2016/10/rygsUd6I0/93_55169f5af3ac9_2401.png,,,,,,,,
좌절,"시무룩,추욱",슬픔,https://bunny.jjalbot.com/2016/10/SkeLJdTU0/92_55169b18b05d8_2862.png,,,,,,,,
라떼,,,https://bunny.jjalbot.com/2020/06/8tAWUMDran/b8-8vIb_o.jpeg,,,,,,,,
"인간,으이구",,,https://bunny.jjalbot.com/2020/11/YL6VzAO0by/MxgHQv4Ra.gif,,,,,,,,
이응,,,https://bunny.jjalbot.com/2018/12/SIiPZHMxx/zzal.jpg,,,,,,,,
"우럭,눈물",,,https://bunny.jjalbot.com/2016/10/H1gnpdp80/88_55169deba488d_1475.jpg,,,,,,,,
"화,짜증,씨발,새끼",말리지마,,https://bunny.jjalbot.com/2016/10/rkMxfOp8R/85_55169be3970e8_2757.jpg,,,,,,,,
"비명,꺄악",놀라,,https://bunny.jjalbot.com/2018/12/i9pWxUtHc/zzal.jpg,,,,,,,,
,"놀라,헉",혐오,https://bunny.jjalbot.com/2018/12/WxGeDvlzM/zzal.jpg,,,,,,,,
"안물,안궁",,,https://bunny.jjalbot.com/2018/12/199tWue4k/zzal.jpg,,,,,,,,
"응징,박살,분노,화남,짜증",,분노,https://bunny.jjalbot.com/2018/12/H1dg6pVzlV/20171219_5a37f7f8a077f.jpg,,,,,,,,
이명박,,,https://bunny.jjalbot.com/2021/12/ZgR_PedMV/ZgR_PedMV.jpeg,,,,,,,,
"주식,비트코인,코인,한방",,,https://bunny.jjalbot.com/2021/12/amGTh6Wyf/amGTh6Wyf.jpeg,,,,,,,,
"고사포,종간나,북한",,,https://bunny.jjalbot.com/2016/10/r1M0OUaLR/20160831_57c5c0a097590.png,,,,,,,,
"쓰레기,병신",,,https://bunny.jjalbot.com/2016/10/SJIROTIR/88_55169dd2b38c8_1435.jpg,,,,,,,,
"ㅗ,뻐큐",,,https://bunny.jjalbot.com/2016/10/SJe8SOTIA/90_55169e9da7a79_2518.jpg,,,,,,,,
,놀라,놀람,https://bunny.jjalbot.com/2016/10/rJM_v6U0/20150602_556db5d0bf5db.gif,,,,,,,,
진심,,,https://bunny.jjalbot.com/2018/12/zspDRKwGK/zzal.jpg,,,,,,,,
"욕,강아지",,,https://bunny.jjalbot.com/2018/12/CYl5YOrsiY/zzal.jpg,,,,,,,,
"정치,정치인,국회의원",도리도리,,https://bunny.jjalbot.com/2018/12/SyuZRaNGlN/20171211_5a2e47fd990db.gif,,,,,,,,
응원,"토닥,쓰담",,https://bunny.jjalbot.com/2021/12/eg1PqYqYH/eg1PqYqYH.jpeg,,,,,,,,
,쪽팔리,,https://bunny.jjalbot.com/2018/12/kjzQ8SUjLJ/zzal.gif,,,,,,,,
"심기,불편",,,https://bunny.jjalbot.com/2020/07/kaeDt8yI5/zzal.jpg,,,,,,,,
,빼액,,https://bunny.jjalbot.com/2018/12/fg9t7Qs8B/zzal.jpg,,,,,,,,
"우산,연애",같이,,https://bunny.jjalbot.com/2018/12/t1I5nSqv4/zzal.jpg,,,,,,,,
덕질,,,https://bunny.jjalbot.com/2018/12/fc6f98Qqi/zzal.jpg,,,,,,,,
병신,,,https://bunny.jjalbot.com/2018/12/gNd0GfZah/zzal.jpg,,,,,,,,
재미,"미치,웃기",,https://bunny.jjalbot.com/2016/10/r1eUZtT8A/86_55169d0c23f82_1155.png,,,,,,,,
,"울먹,울컥,섭섭,서운",,https://bunny.jjalbot.com/2018/12/0ZXV59Z5L/zzal.jpg,,,,,,,,
"긍정,일본,수락",끄덕,,https://bunny.jjalbot.com/2021/12/fKcHIqn6Y/fKcHIqn6Y.gif,,,,,,,,
말귀,,,https://bunny.jjalbot.com/2018/12/kSSz0ij8Y/zzal.jpg,,,,,,,,
"따봉,엄지척",,,https://bunny.jjalbot.com/2020/07/_dKcQw7iG/zzal.jpg,,,,,,,,
"명치,화남",빡침,분노,https://bunny.jjalbot.com/2018/12/KTjdhPQH5/zzal.jpg,,,,,,,,
뻐큐,,,https://bunny.jjalbot.com/2018/12/IvYNE7XlN/zzal.png,,,,,,,,
큰일,정들,,https://bunny.jjalbot.com/2021/06/fNdiz3Qbub/Tp6J9dG7k.png,,,,,,,,
,끄덕,,https://bunny.jjalbot.com/2018/12/ZY536yXs83/zzal.jpg,,,,,,,,
"굿,축하","굳,좋",,https://bunny.jjalbot.com/2020/07/_GkhdQuTu/zzal.gif,,,,,,,,
"나비,힐링",,,https://bunny.jjalbot.com/2021/04/N3Ys6api7w/0S7Dx_OBN.gif,,,,,,,,
뒷북,,,https://bunny.jjalbot.com/2018/12/soUPgCwrN/zzal.jpg,,,,,,,,
"연락,썸","떨리,설레",,https://bunny.jjalbot.com/2018/12/B1lrLEAQF/zzal.jpg,,,,,,,,
탈모,,,https://bunny.jjalbot.com/2021/12/C-0tnpe2I/C-0tnpe2I.jpeg,,,,,,,,
자살,,,https://bunny.jjalbot.com/2018/12/cJ1e9oCiO/zzal.jpg,,,,,,,,
"북한,김정은,만능",,,https://bunny.jjalbot.com/2018/12/gUbKVxX0l/zzal.jpg,,,,,,,,
"혐오,극혐","꺼져,싫어",혐오,https://bunny.jjalbot.com/2018/12/S1PLFTEflV/20180116_5a5d7fa574bbe.gif,,,,,,,,
"가즈아,주식,코인,비트코인",,,https://bunny.jjalbot.com/2018/12/r1ZohpNMlE/20171221_5a3b742b45a73.gif,,,,,,,,
"눈물,슬픔",,,https://bunny.jjalbot.com/2018/12/SBxhdk-gY/zzal.jpg,,,,,,,,
"flex,플렉스",,,https://bunny.jjalbot.com/2020/11/bRxyRJGfP0/P1JZ3tJCo.gif,,,,,,,,
존맛,맛있,,https://bunny.jjalbot.com/2016/10/S1Z7LvTIC/20150820_55d53c34beece.jpg,,,,,,,,
"큰일,미친놈",,,https://bunny.jjalbot.com/2018/12/iJhBqkVjD/zzal.png,,,,,,,,
"생일,축하",,,https://bunny.jjalbot.com/2018/12/SPLSXUU6M/zzal.jpg,,,,,,,,
"찌질이,눈물,슬픔",,,https://bunny.jjalbot.com/2018/12/ogXWxBntF/zzal.jpg,,,,,,,,
"행복,고백,사랑,보고싶다",좋,,https://bunny.jjalbot.com/2021/12/hDQV0WgWO/hDQV0WgWO.jpeg,,,,,,,,
,무섭,,https://bunny.jjalbot.com/2018/12/4KvoXWhSX/zzal.jpg,,,,,,,,
"일론머스크,도지,비트코인,코인,도지코인",,,https://jjalbang.today/files/jjalbox/2021/06/20210616_60ca1b7d96dbd.jpg,,,,,,,,
현기증,,,https://bunny.jjalbot.com/2021/12/W1w6TRixl/W1w6TRixl.gif,,,,,,,,
,"무슨일,알려줘",,https://bunny.jjalbot.com/2018/12/yhV-iI1S4/zzal.jpg,,,,,,,,
"막춤,춤",,,https://bunny.jjalbot.com/2016/10/rJWDwvT80/20150607_55731aca74a9d.gif,,,,,,,,
질척,,,https://bunny.jjalbot.com/2021/12/QZTr7djEu/QZTr7djEu.gif,,,,,,,,
변태,,,https://bunny.jjalbot.com/2020/09/nJukj_icoQ/XJEHTAoLf.jpeg,,,,,,,,
"닭살,창피",,,https://bunny.jjalbot.com/2018/12/R-QBnBVjET/zzal.jpg,,,,,,,,
립밤,,,https://bunny.jjalbot.com/2021/01/gJVNAvqcjy/2rk-A7Phg.jpeg,,,,,,,,
할일,,,https://bunny.jjalbot.com/2016/10/rJWhV8TUR/20160909_57d2abb16bec4.jpg,,,,,,,,
솔로,,,https://bunny.jjalbot.com/2018/12/ySI7YBKku/zzal.jpg,,,,,,,,
코로나,,,https://bunny.jjalbot.com/2020/12/FlZTHis4F-/xX3cKm3BZ.jpeg,,,,,,,,
"츄릅,입맛",,,https://bunny.jjalbot.com/2021/12/-zLfe38Mk/-zLfe38Mk.gif,,,,,,,,
"낚시,어부",,,https://bunny.jjalbot.com/2018/12/r1SRKaNGxV/20180111_5a57064d776bb.jpg,,,,,,,,
"소원,하나님,무리",,,https://bunny.jjalbot.com/2018/12/D51748zvm/zzal.jpg,,,,,,,,
"안습,눈물",,,https://bunny.jjalbot.com/2018/12/g71X3She-/zzal.jpg,,,,,,,,
노답,,,https://bunny.jjalbot.com/2018/12/01az3BBUUk/zzal.jpg,,,,,,,,
놉,,,https://bunny.jjalbot.com/2018/12/eWKTlZQci_/zzal.png,,,,,,,,
"솔로,커플",,,https://bunny.jjalbot.com/2021/12/3CYh-gTQV/3CYh-gTQV.jpeg,,,,,,,,
"떡국,새해,인사,복,편지,토끼",,,https://bunny.jjalbot.com/2021/12/0zkNIcmSj/0zkNIcmSj.jpeg,,,,,,,,
"속임수,페이크",,,https://bunny.jjalbot.com/2018/12/-1bwT4xGm/zzal.gif,,,,,,,,
"불상,노답,불교,부처",,,https://bunny.jjalbot.com/2021/12/Y3OKX8AAN/Y3OKX8AAN.jpeg,,,,,,,,
"일출,독도,태양",,,https://bunny.jjalbot.com/2021/01/JkzQPssoAP/gGEJn4l93.gif,,,,,,,,
"음악,마약,정신",,,https://bunny.jjalbot.com/2018/12/8Y4l9hHtm/zzal.jpg,,,,,,,,
"바퀴벌레,해충,박멸",,,https://bunny.jjalbot.com/2016/10/ryZih_6IC/91_55169eeb7c910_1720.jpg,,,,,,,,
애도,,,https://bunny.jjalbot.com/2019/12/jqp_fpBt1N/XS1EuZ0Pr.jpeg,,,,,,,,
"맘스터치,햄버거,위꼴",,,https://bunny.jjalbot.com/2018/12/Hk_quaEzxV/20180213_5a82e7dde337e.gif,,,,,,,,
,두리번,,https://bunny.jjalbot.com/2018/12/0wOEiAdpM/zzal.jpg,,,,,,,,
"솔로,커플",,,https://bunny.jjalbot.com/2016/10/rJGlHvp8C/20151123_5652b8c3a09e5.jpg,,,,,,,,
"팝콘,구경",,,https://bunny.jjalbot.com/2021/12/DUBrd_gAk/DUBrd_gAk.jpeg,,,,,,,,
"솔로,커플",,,https://bunny.jjalbot.com/2018/12/H1gQeCEMxN/20170108_5871f6860acb8.jpg,,,,,,,,
"븅신,병신",,,https://bunny.jjalbot.com/2018/12/S1NNJRNGe4/20170616_594331d9f0696.jpg,,,,,,,,
"뻐큐,ㅗ",,,https://bunny.jjalbot.com/2018/12/jnDmTBtSj/zzal.jpg,,,,,,,,
,,분노,https://bunny.jjalbot.com/2016/10/SJZfmFTUR/85_55169cbfb4412_1035.jpg,,,,,,,,
"되감기,백투더퓨처",,,https://bunny.jjalbot.com/2018/12/Z0flyHH99/zzal.gif,,,,,,,,
"시발,ㅅㅂ",,,https://bunny.jjalbot.com/2021/12/nGO571p03/nGO571p03.jpeg,,,,,,,,
"클템,윙크",,,https://jjalbot.com/embed/-TUDpFtBW,,,,,,,,
소름,,,https://bunny.jjalbot.com/2018/12/1uQNrHprf/zzal.jpg,,,,,,,,
,재밌냐,,https://bunny.jjalbot.com/2018/12/kYtAU1YKN/zzal.jpg,,,,,,,,
"씨발,ㅆㅂ",,,https://bunny.jjalbot.com/2018/12/g14Ve7KY_2/zzal.png,,,,,,,,
저장,,,https://bunny.jjalbot.com/2018/12/ldygOToW_F/zzal.jpg,,,,,,,,
"국회의원,국회,정치,시사,버릇",,,https://bunny.jjalbot.com/2016/10/rkzQS8aU0/20160921_57e23da8b4897.jpg,,,,,,,,
,헤어지,,https://bunny.jjalbot.com/2018/12/rk-XDa4zxV/20180904_5b8d60cceadf9.png,,,,,,,,
야당,,,https://bunny.jjalbot.com/2018/12/Bk-YJRNGgN/20170530_592d15cc9dfd5.jpg,,,,,,,,
도망,,,https://bunny.jjalbot.com/2021/12/uXf6eKrii/uXf6eKrii.jpeg,,,,,,,,
"해충,벌레,퇴치",,,https://bunny.jjalbot.com/2016/10/r1ss_TUC/91_55169ee1bae13_1736.jpg,,,,,,,,
"배살,뱃살",,,https://bunny.jjalbot.com/2021/12/vTFha4ukd/vTFha4ukd.jpeg,,,,,,,,
"명함,사표",,,https://bunny.jjalbot.com/2019/07/YnTzgD41XQ/EbsOWtxeA.png,,,,,,,,
니말,맞,,https://bunny.jjalbot.com/2020/06/1lxOU1P-HH/bnKAzvW0l.png,,,,,,,,
,두근,,https://bunny.jjalbot.com/2018/12/lBB327Q4_P/zzal.jpg,,,,,,,,
말똥,,,https://bunny.jjalbot.com/2021/12/ExbSb7VTI/ExbSb7VTI.jpeg,,,,,,,,
파인애플,,,https://bunny.jjalbot.com/2018/12/T2g4BRZ6T/zzal.gif,,,,,,,,
흑역사,,,https://bunny.jjalbot.com/2018/12/9T02mX9rEY/zzal.jpg,,,,,,,,
씹덕사,,,https://bunny.jjalbot.com/2018/12/5ezMWIEiB/zzal.jpg,,,,,,,,
가즈아,,,https://bunny.jjalbot.com/2018/12/Hk8naNzgE/20171225_5a40b1bc6f768.jpg,,,,,,,,
"생일,축하",,,https://bunny.jjalbot.com/2018/12/JUwZvUvuH/zzal.jpg,,,,,,,,
"펀치,싸다구",,,https://bunny.jjalbot.com/2018/12/ufFP49Jsm-/zzal.gif,,,,,,,,
"검정고무신,할머니,웃음",웃,,https://jjalbang.today/files/jjalbox/2022/01/20220101_61cfd79f22c21.jpg,,,,,,,,
"검정고무신,할머니,화남,등짝,스매싱",맞,분노,https://jjalbang.today/files/jjalbox/2022/01/20220101_61cfd6833ce01.jpeg,,,,,,,,
"검정고무신,할머니,눈물,걱정",,슬픔,https://jjalbang.today/files/jjalbox/2022/01/20220101_61cfd76ed8dbc.jpg,,,,,,,,
"검정고무신,할머니,화남",열받,분노,https://jjalbang.today/files/jjalbox/2022/01/20220101_61cfd657914fc.jpg,,,,,,,,
"검정고무신,할아버지,용돈",,,https://jjalbang.today/files/jjalbox/2022/01/20220101_61cfd6efcaadf.png,,,,,,,,
"카카오,라이언,응원",,,https://jjalbang.today/files/jjalbox/2016/12/20161208_5849119d044a3.gif,,,,,,,,
"카카오,라이언,인사,안녕",,,https://jjalbang.today/files/jjalbox/2017/12/20171219_5a3894892e649.gif,,,,,,,,
"카카오,라이언,축하",,,https://jjalbang.today/files/jjalbox/2017/12/20171219_5a3894e7db80b.gif,,,,,,,,
"카카오,라이언,따봉,굿,엄지척",좋,,https://jjalbang.today/files/jjalbox/2018/09/20180920_5ba2fae2c20e7.gif,,,,,,,,
,"예쁘,다냐",,https://jjalbang.today/files/jjalbox/2021/06/20210621_60d07a902f883.jpg,,,,,,,,
"카카오,라이언,뽀뽀,입술,사랑,하트",,,https://jjalbang.today/files/jjalbox/2018/09/20180920_5ba2faf231e8d.gif,,,,,,,,
"카카오,라이언,눈물",울,슬픔,https://jjalbang.today/files/jjalbox/2018/09/20180920_5ba2fac208ae5.gif,,,,,,,,
"카카오,라이언,복,새해,복주머니",,,https://jjalbang.today/files/jjalbox/2020/12/20201231_5fed6da64bc86.jpeg,,,,,,,,
"카카오,무지,눈빛",초롱초롱,,https://jjalbang.today/files/jjalbox/2017/12/20171219_5a38952573fdf.gif,,,,,,,,
"카카오,추석,한가위",,,https://jjalbang.today/files/jjalbox/2018/09/20180923_5ba6c5d6dc555.jpg,,,,,,,,
"카카오,무지,추석,한가위",,,https://jjalbang.today/files/jjalbox/2018/09/20180923_5ba6c401e520e.jpg,,,,,,,,
"무한도전,정형돈,무한상사,화남",싫어하,분노,https://jjalbang.today/files/jjalbox/2016/08/20160815_57b17fe1ccce5.png,,,,,,,,
"신하균,화남,짜증",,분노,https://jjalbang.today/files/jjalbox/2015/04/20150403_551e66cf06645.jpg,,,,,,,,
"차인표,화난,비,화남",,분노,https://jjalbang.today/files/jjalbox/2015/04/20150403_551e6475118b8.jpg,,,,,,,,
"김연아,손가락질",언짢,혐오,https://jjalbang.today/files/jjalbox/2016/08/20160829_57c3bf3c12378.gif,,,,,,,,
"이승철,슈퍼스타K","닥치,그만",혐오,https://jjalbang.today/files/jjalbox/2015/03/90_55169e70ac0f2_2698.gif,,,,,,,,
서유리,"꺼지,황당,놀라",혐오,https://jjalbang.today/files/jjalbox/2020/09/20200919_5f663b08e29bc.jpg,,,,,,,,
"김태리,미스터선샤인 ",황당,혐오,https://jjalbang.today/files/jjalbox/2021/05/20210530_60b3c4a7644a3.gif,,,,,,,,
"키스,순간,맨솔,멘솔","알,펴",,https://jjalbang.today/files/jjalbox/2021/06/20210621_60d080246b6f9.jpg,,,,,,,,
"전광렬,빵,눈물,울음",울,슬픔,https://jjalbang.today/files/jjalbox/2015/03/108_55169b71d8459_2801.jpg,,,,,,,,
"개구리,눈물","훌쩍,울",슬픔,https://jjalbang.today/files/jjalbox/2015/10/20151002_560e648cbb896.jpg,,,,,,,,
"피타고라스,명언",답이없다,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2ee7cae110.jpg,,,,,,,,
"전광렬,눈물,오열,사극,허준",울,슬픔,https://jjalbang.today/files/jjalbox/2017/12/20171219_5a38fb373d841.jpg,,,,,,,,
"개구리,눈물,웃음,안습","울,웃,슬프",슬픔,https://jjalbang.today/files/jjalbox/2015/11/20151123_5652bac619af8.jpg,,,,,,,,
"유병재,안습,눈물",울,슬픔,https://jjalbang.today/files/jjalbox/2019/01/20190110_5c36f49b6ca19.jpg,,,,,,,,
"공효진,전화,눈물,아픔,안습,여자,고통",울,슬픔,https://jjalbang.today/files/jjalbox/2018/02/20180208_5a7c0328bddbd.jpg,,,,,,,,
"개구리,눈물",울,슬픔,https://jjalbang.today/files/jjalbox/2015/11/20151123_5652ba70dffc3.png,,,,,,,,
"오징어,징무룩",못생기,슬픔,https://jjalbang.today/files/jjalbox/2017/12/20171231_5a4882320119b.jpg,,,,,,,,
"유민상,오열,출소,두부,맛있는녀석들",,슬픔,https://jjalbang.today/files/jjalbox/2020/09/20200917_5f639a2ada3e7.gif,,,,,,,,
"전광렬,우울","슬프,힘들",슬픔,https://jjalbang.today/files/jjalbox/2020/09/20200911_5f5b4fdf1d7d9.jpg,,,,,,,,
"조인성,발리에서 생긴일,발리에서생긴일,눈물,이별,전화",슬프,슬픔,https://jjalbang.today/files/jjalbox/2021/06/20210610_60c1b4da7971f.gif,,,,,,,,
"송강호,눈물,후회",,"슬픔,분노",https://jjalbang.today/files/jjalbox/2021/06/20210604_60ba2cdeb3be9.gif,,,,,,,,
"에비츄,서러움,눈물","서글픈,흑흑,슬프",슬픔,https://jjalbang.today/files/jjalbox/2021/10/20211019_616ed2e7aaef5.gif,,,,,,,,
"김태리,미스터선샤인,미스터 선샤인,입틀막,눈물",울,슬픔,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2a1612bd3c.jpg,,,,,,,,
"박명수,웃음,무한도전",좋,행복,https://jjalbang.today/files/jjalbox/2018/09/20180927_5bac47a60364e.jpg,,,,,,,,
"로딩,버퍼링,생각중",,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2f21a8b303.gif,,,,,,,,
"박명수,웃음,무도,무한도전,대박",좋,행복,https://jjalbang.today/files/jjalbox/2018/09/20180927_5bac47ea23928.jpg,,,,,,,,
"퇴사,회사,사직서,사표,굴레,속박,안녕,이누야샤",,,https://jjalbang.today/files/jjalbox/2020/09/20200911_5f5b54114c9cf.gif,,,,,,,,
"송강호,웃음,배달","즐겁,뛰",행복,https://jjalbang.today/files/jjalbox/2021/06/20210604_60ba31b70b750.jpg,,,,,,,,
"개,강아지,안습,우울,멘붕","개무룩,시무룩",좌절,https://jjalbang.today/files/jjalbox/2015/04/20150401_551bae348164e.jpg,,,,,,,,
"주스,쥬스",,놀람,https://jjalbang.today/files/jjalbox/2016/08/20160824_57bd11d6cba97.gif,,,,,,,,
"장풍,목사,사이비,손짓",,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d310bc973e5.gif,,,,,,,,
"개고생,거지,안습,거지꼴",,,https://jjalbang.today/files/jjalbox/2015/04/20150418_55322b711deb5.jpg,,,,,,,,
"길,무한도전,멘탈붕괴,멘붕,좌절","망하,떡락",,https://jjalbang.today/files/jjalbox/2016/08/20160815_57b17d0592305.jpg,,,,,,,,
"사극,멘붕,좌절,스트레스,짜증,두통",답답,중립,https://jjalbang.today/files/jjalbox/2015/03/92_55169b475d46c_2834.jpg,,,,,,,,
"김혜수,멘붕,멘탈붕괴",혼이 나가,,https://jjalbang.today/files/jjalbox/2015/03/92_55169f0a6c924_1856.jpg,,,,,,,,
"박명수,무도,무한도전,유체이탈,멘붕,충격",황당,,https://jjalbang.today/files/jjalbox/2016/09/20160906_57ce9dea2658f.gif,,,,,,,,
"유재석,좌절",황당,슬픔,https://jjalbang.today/files/jjalbox/2016/08/20160819_57b6ca6da6448.jpg,,,,,,,,
"망연자실,멘붕",황당,슬픔,https://jjalbang.today/files/jjalbox/2016/09/20160902_57c922920b689.jpg,,,,,,,,
"서장훈,아는형님,아는 형님","의미없,필요없",중립,https://jjalbang.today/files/jjalbox/2017/01/20170111_5875607ad5057.jpg,,,,,,,,
"멘붕,멍",,중립,https://jjalbang.today/files/jjalbox/2018/01/20180101_5a49b65ddd9f7.jpg,,,,,,,,
"조인성,넋,멘붕,전화",,,https://jjalbang.today/files/jjalbox/2016/08/20160819_57b6ce6ff1b4f.jpg,,,,,,,,
"심슨,아빠,멘붕,좌절",,분노,https://jjalbang.today/files/jjalbox/2015/03/92_55169f0535120_1865.jpg,,,,,,,,
어피치,"시무룩,힘빠지,힘 빠지,슬프",슬픔,https://jjalbang.today/files/jjalbox/2015/03/92_55169b1d66d08_2858.jpg,,,,,,,,
"짱구,어이상실,어이","어이없음,황당",,https://jjalbang.today/files/jjalbox/2016/08/20160815_57b17d9348a29.jpg,,,,,,,,
미친년,미치,분노,https://jjalbang.today/files/jjalbox/2015/03/92_55169c127cb3e_2705.gif,,,,,,,,
"무한도전,무도,어록,원수,직장,박명수",만나,,https://jjalbang.today/files/jjalbox/2016/08/20160822_57baa9157ad31.png,,,,,,,,
"장동건,놀람,멘붕","허,놀라,깜놀",놀람,https://jjalbang.today/files/jjalbox/2015/03/92_55169f1d4246b_1821.jpg,,,,,,,,
"사오리,퇴사,사표,사직,사직서",,,https://jjalbang.today/files/jjalbox/2017/08/20170823_599d1c7995e3d.jpg,,,,,,,,
